domain	last_responding_IP	server_ip	block_level	crawler_block_type	traceroute_block_type	block_status_code	lri_country	srv_country	lri_location_category	lri_comparison	lri_distance	merged_hops	min_diff	ref_ip	cdn_str	final_label
ip138.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
desenio.pt	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
ucarecdn.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
secondlife.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
lilly.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
7y7.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
nrk.no	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
back-door.it	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
pandahelp.vip	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
q2ebanking.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
abplive.in	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
3u.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
blockfi.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
weather.com.cn	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
yr.no	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
desenio.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
abplive.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
mtgarena.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
bradesco.com.br	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
people.com.cn	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
thewrap.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
people.cn	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
english.gov.cn	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
bioware.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
extra-imagens.com.br	110.93.252.190	115.186.131.201	HTTP	Blockpage	HTTP-TracerouteComplete	400-OTHER	PK	PK	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	1	3	23.37.36.146	CDN_True	HTTP-Censorship
anon.me	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
springcm.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
britepool.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
wahcricket.com	N/A	N/A	DNS	DNS-FalseResponse	DNS-FalseResponse	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-1	N/A	N/A	DNS-False-Response
technion.ac.il	128.139.188.1	132.68.238.50	DNS	DNS-Unresolved	DNS-Unresolved	N/A	IL	IL	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	3	N/A	N/A	DNS-Serverside-Blocking
greenearthhost.com	209.59.157.224	67.227.130.83	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	N/A	DNS-Serverside-Blocking
tpt.org	146.57.252.181	156.98.11.1	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	N/A	DNS-Serverside-Blocking
ufam.edu.br	200.143.255.137	200.129.163.3	DNS	DNS-Unresolved	DNS-Unresolved	N/A	BR	BR	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	3	N/A	N/A	DNS-Serverside-Blocking
hcverma.in	180.179.197.130	202.66.174.169	DNS	DNS-Unresolved	DNS-Unresolved	N/A	IN	ERR	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	N/A	DNS-Serverside-Blocking
cmgdigital.com	68.1.0.34	169.137.232.110	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	FAR_FROM_SERVER	0	4	N/A	N/A	DNS-Middlebox-Blocking-Other
supercuts.com	207.153.0.8	204.63.160.28	DNS	DNS-Unresolved	DNS-Unresolved	N/A	CA	US	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	0	3	N/A	N/A	DNS-Serverside-Blocking
thecollectionshop.com	12.123.6.37	12.54.222.10	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	N/A	DNS-Serverside-Blocking
indichords.com	180.179.237.14	103.235.106.35	DNS	DNS-Unresolved	DNS-Unresolved	N/A	IN	IN	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	N/A	DNS-Serverside-Blocking
gogvo.com	24.175.32.145	97.79.236.55	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	FAR_FROM_SERVER	0	4	N/A	N/A	DNS-Middlebox-Blocking-Other
connectedsoundsites.com	209.59.157.224	67.227.172.138	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	N/A	DNS-Serverside-Blocking
anyalarre.com	209.59.157.224	72.52.147.20	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	N/A	DNS-Serverside-Blocking
two2prosper.com	24.175.32.145	97.79.236.55	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	FAR_FROM_SERVER	0	4	N/A	N/A	DNS-Middlebox-Blocking-Other
tdstelecom.com	64.50.228.142	216.170.242.120	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	FAR_FROM_SERVER	0	4	N/A	N/A	DNS-Middlebox-Blocking-Other
thepowderroom.shop	209.59.157.244	69.16.212.17	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	N/A	DNS-Serverside-Blocking
logicmastersindia.com	94.23.122.244	51.81.22.192	DNS	DNS-Unresolved	DNS-Unresolved	N/A	FR	GB	ELSEWHERE	FROM_CONTROL	FAR_FROM_SERVER	0	6	N/A	N/A	DNS-Middlebox-Blocking-Other
virginia.gov	204.148.243.198	166.67.65.169	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	N/A	DNS-Serverside-Blocking
civilserviceindia.com	14.142.23.68	45.64.106.83	DNS	DNS-Unresolved	DNS-Unresolved	N/A	IN	IN	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	N/A	DNS-Serverside-Blocking
maxket.org	116.119.57.56	103.129.99.26	DNS	DNS-Unresolved	DNS-Unresolved	N/A	IN	ERR	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	0	3	N/A	N/A	DNS-Serverside-Blocking
auczar.com	182.71.28.218	103.14.122.46	TCP	NoResponse	TCP-PacketDrop	N/A	IN	IN	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	3	N/A	CDN_False	TCP-Serverside-Blocking
cttexpresso.pt	185.2.87.26	62.28.56.1	TCP	NoResponse	TCP-PacketDrop	N/A	PT	PT	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
prairiestate.edu	64.150.56.134	66.158.49.13	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
superpages.com	64.125.25.100	151.138.22.50	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	FAR_FROM_SERVER	0	7	N/A	CDN_False	TCP-Middlebox-Blocking-Other
dagostinoferrari.com.ar	110.93.255.168	200.58.111.37	TCP	NoResponse	TCP-PacketDrop	N/A	PK	AR	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	192.230.83.244	CDN_False	TCP-Censorship
afneurope.net	204.148.73.194	63.110.106.104	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_True	TCP-Serverside-Blocking
daxiv.com	58.65.165.42	216.239.34.21	TCP	Blockpage	TCP-PacketDrop	500-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	4	104.18.191.77	CDN_True	TCP-Censorship
vintag.es	58.65.165.42	216.239.34.21	TCP	RST	TCP-PacketDrop	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	4	104.18.191.77	CDN_True	TCP-Censorship
shadowserver.org	58.65.165.42	72.52.15.18	TCP	NoResponse	TCP-PacketDrop	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	4	192.0.66.144	CDN_False	TCP-Censorship
indiaonline.me	202.164.148.193	202.88.241.29	TCP	NoResponse	TCP-PacketDrop	N/A	IN	IN	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
znetlive.com	103.35.165.194	103.35.165.179	TCP	NoResponse	TCP-PacketDrop	N/A	ERR	ERR	ERR	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
sasahost.com	195.154.2.173	62.210.13.85	TCP	NoResponse	TCP-PacketDrop	N/A	FR	FR	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
perniaspopupshop.com	37.187.231.92	51.255.74.46	TCP	NoResponse	TCP-PacketDrop	N/A	FR	GB	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_True	TCP-Serverside-Blocking
post-gazette.com	213.144.176.232	208.103.124.88	TCP	NoResponse	TCP-PacketDrop	N/A	ERR	US	ERR	FROM_TEST	N/A	0	3	188.42.166.60	CDN_False	Inconclusive
emt-services.com	185.67.44.13	185.67.46.97	TCP	NoResponse	TCP-PacketDrop	N/A	NL	NL	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
kiosk.tm	52.93.28.160	54.172.1.222	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_TEST	FAR_FROM_SERVER	0	6	52.20.96.224	CDN_True	TCP-Middlebox-Blocking-Other
tlftelecom.com.br	186.234.29.110	200.98.245.37	TCP	NoResponse	TCP-PacketDrop	N/A	BR	BR	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
ernet.in	213.144.176.212	117.255.216.211	TCP	NoResponse	TCP-PacketDrop	N/A	ERR	IN	ERR	FROM_TEST	N/A	0	5	64.185.181.238	CDN_False	Inconclusive
mynetspendcard.com	207.200.40.101	64.28.105.8	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
stemconsulting.com	198.46.92.26	74.124.217.5	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
bezeqint.net	62.219.189.1	212.179.240.156	TCP	NoResponse	TCP-PacketDrop	N/A	IL	IL	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
dhondtspecials.be	148.251.180.74	148.251.156.65	TCP	NoResponse	TCP-PacketDrop	N/A	DE	DE	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
top-law-schools.com	4.71.140.118	160.72.22.42	HTTP	NoResponse	HTTP-NoTrace	N/A	US	CA	ELSEWHERE	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
hosting-nation.net	173.237.223.130	104.145.239.78	TCP	NoResponse	TCP-PacketDrop	N/A	CA	US	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	CDN_False	TCP-Serverside-Blocking
huji.ac.il	128.139.233.2	128.139.7.7	TCP	NoResponse	TCP-PacketDrop	N/A	IL	IL	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	3	N/A	CDN_False	TCP-Serverside-Blocking
tcsion.com	103.233.127.109	45.114.76.25	HTTP	NoResponse	HTTP-NoTrace	N/A	IN	ERR	ELSEWHERE	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
adatacenter.net	74.125.252.37	35.204.64.54	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	FAR_FROM_SERVER	0	10	N/A	CDN_True	TCP-Middlebox-Blocking-Other
mattdillonfanatic.com	157.17.131.58	160.16.148.183	TCP	NoResponse	TCP-PacketDrop	N/A	JP	JP	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	CDN_False	TCP-Serverside-Blocking
secondstreetapp.com	71.91.235.210	199.19.89.15	HTTP	NoResponse	HTTP-NoTrace	N/A	US	US	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
ornili.com	82.80.235.133	82.80.209.62	TCP	NoResponse	TCP-PacketDrop	N/A	IL	IL	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
kideatoys.com.ar	185.70.203.33	200.58.110.177	HTTP	NoResponse	HTTP-NoTrace	N/A	IT	AR	ELSEWHERE	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
unca.edu	128.109.250.110	152.4.218.25	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
voo.be	95.182.209.42	95.182.209.105	HTTP	NoResponse	HTTP-NoTrace	N/A	BE	BE	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
reiscontact.com	67.23.229.205	67.23.242.42	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
panerabread.com	38.104.162.186	204.52.196.176	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	3	N/A	CDN_True	TCP-Serverside-Blocking
karnataka.gov.in	80.231.200.26	103.138.196.75	HTTP	NoResponse	HTTP-NoTrace	N/A	ERR	ERR	ERR	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
uscc.com	12.118.10.102	12.232.86.45	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
whidbey.com	209.166.65.56	209.166.84.43	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	0	N/A	CDN_False	TCP-Serverside-Blocking
18stream.com	149.11.135.106	88.208.38.22	TCP	NoResponse	TCP-RST	N/A	US	NL	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	2	1	N/A	CDN_False	TCP-Serverside-Blocking
epbfi.com	4.14.249.90	74.221.178.66	HTTP	NoResponse	HTTP-NoTrace	N/A	US	US	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
plus.pl	212.2.102.233	212.2.120.240	TCP	NoResponse	TCP-PacketDrop	N/A	PL	PL	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
surepayroll.com	63.240.144.161	63.240.144.205	HTTP	NoResponse	HTTP-NoTrace	N/A	US	US	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
spazioseguros.com.br	67.23.229.205	198.136.59.234	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
nptel.ac.in	62.216.145.230	14.139.160.71	HTTP	NoResponse	HTTP-NoTrace	N/A	GB	IN	ELSEWHERE	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
airindia.in	182.79.135.181	164.100.60.139	HTTP	NoResponse	HTTP-NoTrace	N/A	IN	IN	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
domtel.com.pl	85.202.96.39	85.202.96.24	TCP	NoResponse	TCP-PacketDrop	N/A	PL	PL	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	CDN_False	TCP-Serverside-Blocking
macmillan.org.uk	104.44.11.60	40.87.158.63	TCP	NoResponse	TCP-RST	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	12	1	N/A	CDN_False	TCP-Serverside-Blocking
q-ns.de	213.61.144.70	217.111.98.4	TCP	NoResponse	TCP-PacketDrop	N/A	DE	DE	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
ozeki.hu	87.245.232.159	92.118.27.157	TCP	NoResponse	TCP-PacketDrop	N/A	GB	GR	ELSEWHERE	FROM_TEST	N/A	0	2	77.111.91.71	CDN_False	Inconclusive
stanfordchildrens.org	104.44.21.160	52.175.201.253	HTTP	NoResponse	HTTP-NoTrace	N/A	US	US	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
virginiadot.org	213.144.176.232	166.67.66.140	TCP	NoResponse	TCP-PacketDrop	N/A	ERR	US	ERR	FROM_TEST	N/A	0	3	188.42.166.60	CDN_False	Inconclusive
elm.net	94.142.244.83	94.142.241.102	TCP	NoResponse	TCP-PacketDrop	N/A	NL	NL	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
elm-consultancy.nl	94.142.244.83	94.142.241.102	TCP	NoResponse	TCP-PacketDrop	N/A	NL	NL	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
thetravelboss.com	213.144.176.217	45.35.62.194	TCP	NoResponse	TCP-PacketDrop	N/A	ERR	US	ERR	FROM_TEST	N/A	0	3	66.254.109.5	CDN_False	Inconclusive
znetlive.in	103.35.165.194	103.35.165.176	TCP	NoResponse	TCP-PacketDrop	N/A	ERR	ERR	ERR	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
digitalfirstmedia.com	66.77.157.18	63.147.66.249	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	CDN_False	TCP-Serverside-Blocking
fecap.br	200.136.37.60	200.144.39.102	TCP	NoResponse	TCP-RST	N/A	BR	BR	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	1	1	N/A	CDN_False	TCP-Serverside-Blocking
southernstateofmindblog.com	62.115.140.223	159.203.188.107	TCP	NoResponse	TCP-PacketDrop	N/A	ERR	US	ERR	FROM_CONTROL	FAR_FROM_SERVER	0	6	N/A	CDN_False	TCP-Middlebox-Blocking-Other
seculife.co.il	84.95.248.3	185.151.197.52	TCP	NoResponse	TCP-PacketDrop	N/A	IL	ERR	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
robohost.nl	185.187.12.177	185.69.232.20	TCP	NoResponse	TCP-PacketDrop	N/A	ERR	NL	ERR	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
frii.com	110.93.255.168	216.17.195.3	TCP	NoResponse	TCP-PacketDrop	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	192.230.83.244	CDN_False	TCP-Censorship
smartwebportal.co.uk	52.94.33.42	52.56.216.226	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	FAR_FROM_SERVER	0	7	N/A	CDN_True	TCP-Middlebox-Blocking-Other
bedandbreakfastzemun.com	103.10.115.130	153.127.41.97	TCP	NoResponse	TCP-PacketDrop	N/A	JP	JP	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	CDN_False	TCP-Serverside-Blocking
blazelabs.com	72.52.92.245	216.218.224.247	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	3	N/A	CDN_False	TCP-Serverside-Blocking
hud.gov	32.246.169.30	170.97.67.13	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	3	N/A	CDN_False	TCP-Serverside-Blocking
claro.com.co	189.247.172.29	187.191.88.143	HTTP	NoResponse	HTTP-NoTrace	N/A	MX	MX	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
telegra.ph	110.93.255.226	149.154.164.13	TCP	NoResponse	TCP-PacketDrop	N/A	PK	GB	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	93.93.51.223	CDN_False	TCP-Censorship
boeckler.de	188.111.229.90	194.187.187.162	TCP	NoResponse	TCP-PacketDrop	N/A	DE	DE	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
pornhubxxxvideos.com	62.115.140.223	165.22.45.239	TCP	Blockpage	TCP-PacketDrop	N/A	ERR	US	ERR	FROM_TEST	N/A	0	4	69.55.52.251	CDN_False	Inconclusive
ptd.net	207.44.122.86	209.50.150.195	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	CDN_False	TCP-Serverside-Blocking
aircanadavacations.com	209.148.231.82	72.138.103.98	TCP	NoResponse	TCP-PacketDrop	N/A	CA	CA	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	3	N/A	CDN_False	TCP-Serverside-Blocking
consultoracomunicar.cl	138.117.151.1	190.107.177.31	TCP	NoResponse	TCP-PacketDrop	N/A	ERR	CL	ERR	FROM_CONTROL	CLOSE_TO_SERVER	0	0	N/A	CDN_False	TCP-Serverside-Blocking
tds.net	64.50.224.158	216.170.230.61	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	FAR_FROM_SERVER	0	4	N/A	CDN_False	TCP-Middlebox-Blocking-Other
dsource.in	213.144.170.61	103.21.125.127	TCP	NoResponse	TCP-PacketDrop	N/A	ERR	IN	ERR	FROM_TEST	N/A	0	4	64.185.181.238	CDN_False	Inconclusive
usief.org.in	103.233.127.47	202.143.97.179	TCP	NoResponse	TCP-PacketDrop	N/A	IN	ERR	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	CDN_False	TCP-Serverside-Blocking
nspcollege.com	182.79.181.235	43.231.127.43	TCP	NoResponse	TCP-PacketDrop	N/A	IN	IN	SAME_AS_SERVER	FROM_CONTROL	FAR_FROM_SERVER	0	5	N/A	CDN_False	TCP-Middlebox-Blocking-Other
merlinodiamantes.com.ar	185.70.203.33	200.58.110.242	HTTP	NoResponse	HTTP-NoTrace	N/A	IT	AR	ELSEWHERE	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
